time,NAME_1,inadequate,bnds,Y,X,Evap_tavg,LWdown_f_tavg,Lwnet_tavg,Psurf_f_tavg,Qair_f_tavg,Qg_tavg,Qh_tavg,Qle_tavg,Qs_tavg,RadT_tavg,Rainf_f_tavg,SWdown_f_tavg,Swnet_tavg,Tair_f_tavg,Wind_f_tavg,SoilMoi00_10cm_tavg,SoilMoi10_40cm_tavg,SoilMoi40_100cm_tavg,SoilMoi100_200cm_tavg,SoilTemp00_10cm_tavg,SoilTemp10_40cm_tavg,SoilTemp40_100cm_tavg,SoilTemp100_200cm_tavg,vim,viq,month,month_sin,month_cos,Rainf_f_tavg_roll3m_mean,Rainf_f_tavg_roll6m_mean,Rainf_f_tavg_lag1,Rainf_f_tavg_lag3,Rainf_f_tavg_lag6,SoilMoi00_10cm_tavg_roll3m_mean,SoilMoi00_10cm_tavg_roll6m_mean,SoilMoi00_10cm_tavg_lag1,SoilMoi00_10cm_tavg_lag3,SoilMoi00_10cm_tavg_lag6,SoilMoi10_40cm_tavg_roll3m_mean,SoilMoi10_40cm_tavg_roll6m_mean,SoilMoi10_40cm_tavg_lag1,SoilMoi10_40cm_tavg_lag3,SoilMoi10_40cm_tavg_lag6,Tair_f_tavg_roll3m_mean,Tair_f_tavg_roll6m_mean,Tair_f_tavg_lag1,Tair_f_tavg_lag3,Tair_f_tavg_lag6,Evap_tavg_roll3m_mean,Evap_tavg_roll6m_mean,Evap_tavg_lag1,Evap_tavg_lag3,Evap_tavg_lag6,Wind_f_tavg_roll3m_mean,Wind_f_tavg_roll6m_mean,Wind_f_tavg_lag1,Wind_f_tavg_lag3,Wind_f_tavg_lag6,SoilTemp00_10cm_tavg_roll3m_mean,SoilTemp00_10cm_tavg_roll6m_mean,SoilTemp00_10cm_tavg_lag1,SoilTemp00_10cm_tavg_lag3,SoilTemp00_10cm_tavg_lag6,vim_roll3m_mean,vim_roll6m_mean,vim_lag1,vim_lag3,vim_lag6,viq_roll3m_mean,viq_roll6m_mean,viq_lag1,viq_lag3,viq_lag6,target_plus_1m,target_plus_3m,is_lean_season,is_harvest_season,rain_anomaly,temp_anomaly,soil_anomaly,ndvi_anomaly,is_drought,stress_drought_lean,interact_rain_lean,is_flood_risk,stress_flood_harvest,is_heatwave,stress_heat_lean,low_vegetation,stress_veg_lean,interact_ndvi_lean
2023-01-01,Abia,0.2967741935483871,0.5,5.395,7.47188888888891,1.5726633873333334e-05,385.566324,-71.06469940000001,99941.2714,0.0136698788666666,1.5358582513333334,52.585289,39.33231073333333,3.7800246133333336e-08,300.2703673333333,3.902663473333334e-06,191.208362,163.9977,299.06720733333333,3.3695481333333333,0.2801458606666667,0.3644948806666666,0.3748068926666666,0.3891329986666667,300.1382186666667,299.6053253333333,299.12155533333333,298.7003726666666,0.5697903,101.51092,1,0.4999999999999999,0.8660254037844387,2.267031292666667e-05,5.1273470663327785e-05,3.902663473333334e-06,3.902663473333334e-06,3.902663473333334e-06,0.3149975968888889,0.3621707778888889,0.2801458606666667,0.2801458606666667,0.2801458606666667,0.3684062793333333,0.3899263314444444,0.3644948806666666,0.3644948806666666,0.3644948806666666,299.4504068888889,299.41407855555553,299.06720733333333,299.06720733333333,299.06720733333333,1.8517614757777777e-05,2.694488702333333e-05,1.5726633873333334e-05,1.5726633873333334e-05,1.5726633873333334e-05,3.510580002222222,3.682263013333333,3.3695481333333333,3.3695481333333333,3.3695481333333333,300.28348644444446,299.81246644444445,300.1382186666667,300.1382186666667,300.1382186666667,0.6172119466666667,0.7000718899999999,0.5697903,0.5697903,0.5697903,101.34894333333334,101.66220416666664,101.51092,101.51092,101.51092,0.4015151515151515,0.3006134969325153,0,0,-0.28829542570291805,-1.148274528233978,-0.5258895651499912,0.6480649186311185,0,0,-0.0,0,0,0,0,0,0,0.0
2023-02-01,Abia,0.4015151515151515,0.5,5.395,7.47188888888891,1.3672596066666668e-05,392.9345953333333,-69.75772453333333,99864.2976,0.0149216774,2.15202008,47.6258968,34.19516206666667,1.149507204e-07,301.2373666666666,6.528498506666667e-06,181.460198,153.22175666666666,299.8041006666666,3.586098253333333,0.2857491553333333,0.3577870733333333,0.3654460953333333,0.3758583533333333,301.087698,300.54969400000004,300.0191293333333,299.368246,0.59863484,100.31283,2,0.8660254037844386,0.5000000000000001,2.267031292666667e-05,5.1273470663327785e-05,3.902663473333334e-06,3.902663473333334e-06,3.902663473333334e-06,0.3149975968888889,0.3621707778888889,0.2801458606666667,0.2801458606666667,0.2801458606666667,0.3684062793333333,0.3899263314444444,0.3644948806666666,0.3644948806666666,0.3644948806666666,299.4504068888889,299.41407855555553,299.06720733333333,299.06720733333333,299.06720733333333,1.8517614757777777e-05,2.694488702333333e-05,1.5726633873333334e-05,1.5726633873333334e-05,1.5726633873333334e-05,3.510580002222222,3.682263013333333,3.3695481333333333,3.3695481333333333,3.3695481333333333,300.28348644444446,299.81246644444445,300.1382186666667,300.1382186666667,300.1382186666667,0.6172119466666667,0.7000718899999999,0.5697903,0.5697903,0.5697903,101.34894333333334,101.66220416666664,101.51092,101.51092,101.51092,0.2810457516339869,0.2266666666666666,0,0,-0.8963165551628981,-1.154597218596547,0.18966131762942898,0.13994220635435234,0,0,-0.0,0,0,0,0,0,0,0.0
2023-03-01,Abia,0.2810457516339869,0.5,5.395,7.47188888888891,2.615361433333333e-05,408.719824,-44.99996506666666,99913.32993333334,0.0174231206666666,-0.60332269,9.506085966666664,65.410188,3.00414982e-06,299.58644666666663,5.75797768e-05,143.82182333333333,119.1768932,299.4799126666667,3.57609362,0.3790977746666666,0.382936884,0.3794336266666667,0.3783946246666667,299.6245426666667,299.76719933333334,299.8745926666667,299.740318,0.6832107,102.22308,3,1.0,6.123233995736766e-17,2.267031292666667e-05,5.1273470663327785e-05,6.528498506666667e-06,3.902663473333334e-06,3.902663473333334e-06,0.3149975968888889,0.3621707778888889,0.2857491553333333,0.2801458606666667,0.2801458606666667,0.3684062793333333,0.3899263314444444,0.3577870733333333,0.3644948806666666,0.3644948806666666,299.4504068888889,299.41407855555553,299.8041006666666,299.06720733333333,299.06720733333333,1.8517614757777777e-05,2.694488702333333e-05,1.3672596066666668e-05,1.5726633873333334e-05,1.5726633873333334e-05,3.510580002222222,3.682263013333333,3.586098253333333,3.3695481333333333,3.3695481333333333,300.28348644444446,299.81246644444445,301.087698,300.1382186666667,300.1382186666667,0.6172119466666667,0.7000718899999999,0.59863484,0.5697903,0.5697903,101.34894333333334,101.66220416666664,100.31283,101.51092,101.51092,0.3006134969325153,0.2635135135135135,0,0,0.6316691893804954,-0.7071059350412208,0.7070513560838662,0.7069892098466208,0,0,0.0,0,0,0,0,0,0,0.0
2023-04-01,Abia,0.3006134969325153,0.5,5.395,7.47188888888891,2.98448568e-05,416.609924,-39.7765766,99798.0524,0.0181419136666666,0.3096719966666666,9.355003962,74.64198566666667,1.8146362786666669e-06,299.967226,3.620274506666667e-05,149.86435,123.94749993333332,299.79013000000003,3.786649093333333,0.3912251633333333,0.3933964406666667,0.3967231953333333,0.4036775353333333,299.950588,299.849166,299.700418,299.5254046666667,0.7511348,102.3356,4,0.8660254037844387,-0.4999999999999998,2.267031292666667e-05,5.1273470663327785e-05,5.75797768e-05,3.902663473333334e-06,3.902663473333334e-06,0.3149975968888889,0.3621707778888889,0.3790977746666666,0.2801458606666667,0.2801458606666667,0.3684062793333333,0.3899263314444444,0.382936884,0.3644948806666666,0.3644948806666666,299.4504068888889,299.41407855555553,299.4799126666667,299.06720733333333,299.06720733333333,1.8517614757777777e-05,2.694488702333333e-05,2.615361433333333e-05,1.5726633873333334e-05,1.5726633873333334e-05,3.510580002222222,3.682263013333333,3.57609362,3.3695481333333333,3.3695481333333333,300.28348644444446,299.81246644444445,299.6245426666667,300.1382186666667,300.1382186666667,0.6172119466666667,0.7000718899999999,0.6832107,0.5697903,0.5697903,101.34894333333334,101.66220416666664,102.22308,101.51092,101.51092,0.2266666666666666,0.4129032258064516,0,0,-1.0457341181271635,-0.848655000808748,-0.4372026431371378,1.103567347577451,1,0,-0.0,0,0,0,0,0,0,0.0
2023-05-01,Abia,0.2266666666666666,0.5,5.395,7.47188888888891,3.873052373333334e-05,419.14575133333335,-35.24933933333333,99990.25006666666,0.0183498323333333,0.053511299,-0.0949355866666666,96.8650422,1.1469350313333334e-05,299.599042,9.6131452e-05,158.1576893333333,131.78757266666668,299.8461433333333,3.6142056,0.41096439,0.4116533873333333,0.413260942,0.4221545493333333,299.6041926666667,299.6397133333333,299.624382,299.50192400000003,0.7909052,102.097565,5,0.4999999999999999,-0.8660254037844387,3.343700679111111e-05,5.1273470663327785e-05,3.620274506666667e-05,6.528498506666667e-06,3.902663473333334e-06,0.3520240311111111,0.3621707778888889,0.3912251633333333,0.2857491553333333,0.2801458606666667,0.3780401326666666,0.3899263314444444,0.3933964406666667,0.3577870733333333,0.3644948806666666,299.6913811111111,299.41407855555553,299.79013000000003,299.8041006666666,299.06720733333333,2.322368906666667e-05,2.694488702333333e-05,2.98448568e-05,1.3672596066666668e-05,1.5726633873333334e-05,3.649613655555555,3.682263013333333,3.786649093333333,3.586098253333333,3.3695481333333333,300.2209428888889,299.81246644444445,299.950588,301.087698,300.1382186666667,0.6776601133333333,0.7000718899999999,0.7511348,0.59863484,0.5697903,101.62383666666666,101.66220416666664,102.3356,100.31283,101.51092,0.2635135135135135,0.3354430379746835,0,0,0.5954965869122553,-0.2684867033586126,-1.0087660972808443,1.1222179676420083,0,0,0.0,0,0,0,0,0,0,0.0
2023-06-01,Abia,0.2635135135135135,0.5,5.395,7.47188888888891,3.754109733333333e-05,414.035768,-32.91089866666667,100154.13206666666,0.0177772096666666,-1.1267870066666668,0.1327943866666666,93.89028666666668,2.60251076e-05,298.350202,0.0001072956881333,150.66725466666668,125.55930873333334,298.49697733333335,4.16098338,0.4258423233333333,0.4292893226666666,0.438410338,0.463669084,298.46955866666667,298.90336066666663,299.13606,299.2608906666667,0.8067555,101.49323,6,1.2246467991473532e-16,-1.0,6.330465795555556e-05,5.1273470663327785e-05,9.6131452e-05,5.75797768e-05,3.902663473333334e-06,0.3937624426666666,0.3621707778888889,0.41096439,0.3790977746666666,0.2801458606666667,0.3959955706666667,0.3899263314444444,0.4116533873333333,0.382936884,0.3644948806666666,299.70539533333334,299.41407855555553,299.8461433333333,299.4799126666667,299.06720733333333,3.157633162222222e-05,2.694488702333333e-05,3.873052373333334e-05,2.615361433333333e-05,1.5726633873333334e-05,3.658982771111111,3.682263013333333,3.6142056,3.57609362,3.3695481333333333,299.7264411111111,299.81246644444445,299.6041926666667,299.6245426666667,300.1382186666667,0.7417502333333333,0.7000718899999999,0.7909052,0.6832107,0.5697903,102.21874833333334,101.66220416666664,102.097565,102.22308,101.51092,0.4129032258064516,0.3493150684931507,1,0,-0.42910952699887994,-1.1451517191405498,0.19564620202845512,1.1544347809413618,0,0,-0.42910952699887994,0,0,0,0,0,0,1.1544347809413618
2023-07-01,Abia,0.4129032258064516,0.5,5.395,7.47188888888891,3.539942026666667e-05,414.8437846666666,-32.839541133333334,100215.25606666668,0.0178205613333333,-0.216793836,1.81394446,88.53394846666667,4.012331806666666e-05,298.466834,0.0001394172836666,148.4783833333333,122.64991366666666,298.58582533333333,3.982405153333333,0.4285069866666667,0.431788456,0.4406361299999999,0.4659586713333333,298.49283933333334,298.598522,298.69530933333334,298.8196106666667,0.80300903,100.22183,7,-0.4999999999999997,-0.8660254037844388,7.98766283999889e-05,5.1273470663327785e-05,0.0001072956881333,3.620274506666667e-05,3.902663473333334e-06,0.4093439588888888,0.3621707778888889,0.4258423233333333,0.3912251633333333,0.2801458606666667,0.4114463835555555,0.3899263314444444,0.4292893226666666,0.3933964406666667,0.3644948806666666,299.37775022222223,299.41407855555553,298.49697733333335,299.79013000000003,299.06720733333333,3.537215928888889e-05,2.694488702333333e-05,3.754109733333333e-05,2.98448568e-05,1.5726633873333334e-05,3.853946024444445,3.682263013333333,4.16098338,3.786649093333333,3.3695481333333333,299.34144644444444,299.81246644444445,298.46955866666667,299.950588,300.1382186666667,0.7829318333333334,0.7000718899999999,0.8067555,0.7511348,0.5697903,101.975465,101.66220416666664,101.49323,102.3356,101.51092,0.3354430379746835,0.4025974025974026,1,0,0.8725659547117441,0.9381094316825478,1.0972470571580488,1.144415244613267,0,0,0.8725659547117441,0,0,0,0,0,0,1.144415244613267
2023-08-01,Abia,0.3354430379746835,0.5,5.395,7.47188888888891,3.5597958733333335e-05,412.16001733333337,-35.4148636,100157.42586666669,0.0175255665333333,-0.2290043,8.365231806666666,89.03049326666665,2.7066059533333336e-05,298.4775713333333,9.369099393333332e-05,161.08004466666668,132.36055466666667,298.42159266666664,4.113884026666667,0.4241548146666666,0.428168646,0.4383079073333333,0.46523195,298.4985913333333,298.553354,298.59069266666665,298.6101333333333,0.8052806,99.858116,8,-0.8660254037844385,-0.5000000000000004,0.0001142814745999,7.385924069553888e-05,0.0001394172836666,9.6131452e-05,6.528498506666667e-06,0.4217712333333334,0.3868976322222222,0.4285069866666667,0.41096439,0.2857491553333333,0.4242437219999999,0.4011419273333332,0.431788456,0.4116533873333333,0.3577870733333333,298.97631533333333,299.33384822222223,298.58582533333333,299.8461433333333,299.8041006666666,3.722368044444444e-05,3.022368475555556e-05,3.539942026666667e-05,3.873052373333334e-05,1.3672596066666668e-05,3.9191980444444448,3.78440585,3.982405153333333,3.6142056,3.586098253333333,298.8555302222222,299.5382365555556,298.49283933333334,299.6041926666667,301.087698,0.8002232433333333,0.7389416783333332,0.80300903,0.7909052,0.59863484,101.270875,101.44735583333332,100.22183,102.097565,100.31283,0.3493150684931507,0.4496644295302013,1,0,1.0027640857756506,0.8735444559193496,1.1449961025703956,1.0429264488336276,0,0,1.0027640857756506,0,0,0,0,0,0,1.0429264488336276
2023-09-01,Abia,0.3493150684931507,0.5,5.395,7.47188888888891,3.821723126666666e-05,412.99617266666667,-35.078589666666666,100101.286,0.0177955244666666,0.0974906390866666,2.9827438513333333,95.58129246666668,5.628500846666667e-05,298.55772333333334,0.0001585344639999,162.99130666666667,133.38126666666668,298.6694306666667,4.014291773333333,0.4286276533333333,0.432013448,0.4409415666666667,0.4662724673333333,298.55222,298.54315933333334,298.535676,298.5116653333333,0.81403613,100.37872,9,-1.0,-1.8369701987210294e-16,0.0001134679885777,8.838632326665001e-05,9.369099393333332e-05,0.0001072956881333,5.75797768e-05,0.4261680415555555,0.4099652421111111,0.4241548146666666,0.4258423233333333,0.3790977746666666,0.4297488082222222,0.4128721894444444,0.428168646,0.4292893226666666,0.382936884,298.50146511111114,299.10343022222224,298.42159266666664,298.49697733333335,299.4799126666667,3.617949211111111e-05,3.387791186666667e-05,3.5597958733333335e-05,3.754109733333333e-05,2.615361433333333e-05,4.0857575200000005,3.872370145555556,4.113884026666667,4.16098338,3.57609362,298.48699644444446,299.10671877777776,298.4985913333333,298.46955866666667,299.6245426666667,0.8050150433333333,0.7733826383333332,0.8052806,0.8067555,0.6832107,100.524392,101.37157016666669,99.858116,101.49323,102.22308,0.4025974025974026,0.4615384615384615,0,0,1.1095796143577257,0.6995799322628418,0.8800129923619462,0.466967450648026,0,0,0.0,0,0,0,0,0,0,0.0
2023-10-01,Abia,0.4025974025974026,0.5,5.395,7.47188888888891,3.39932736e-05,417.54675533333335,-32.12799813333333,100000.168,0.0181026922,0.389184462,-0.1875315500000001,85.0171778,2.7663342466666668e-05,298.78864733333336,0.0001119171653999,141.654212,117.00803226666667,299.05805266666664,3.38468606,0.4275714346666666,0.430976584,0.440217924,0.4664297873333333,298.757006,298.65944866666666,298.591852,298.50659533333334,0.80239415,101.667946,10,-0.8660254037844386,0.5000000000000001,0.0001305475805332,0.0001052121044666,0.0001585344639999,0.0001394172836666,3.620274506666667e-05,0.4270964848888889,0.4182202218888888,0.4286276533333333,0.4285069866666667,0.3912251633333333,0.43065685,0.4210516167777777,0.432013448,0.431788456,0.3933964406666667,298.5589495555556,298.9683498888889,298.6694306666667,298.58582533333333,299.79013000000003,3.640487008888889e-05,3.5888514688888886e-05,3.821723126666666e-05,3.539942026666667e-05,2.98448568e-05,4.036860317777777,3.9454031711111113,4.014291773333333,3.982405153333333,3.786649093333333,298.5145502222222,298.92799833333333,298.55222,298.49283933333334,299.950588,0.8074419199999999,0.7951868766666665,0.81403613,0.80300903,0.7511348,100.15288866666668,101.06417683333332,100.37872,100.22183,102.3356,0.4496644295302013,0.4545454545454545,0,1,0.6692070956924195,0.7071009950674613,0.7067614143771835,0.7069828787179222,0,0,0.0,0,0,0,0,0,0,0.0
